lemma,sentence,sense,start,end
অর্থ,এরপর যথাযথ প্রক্রিয়া গ্রহণ না করে ওই বছরের জুন মাসে অর্থ আটকে রাখতে কাগুজেকর্ম সম্পাদন দেখিয়ে চুড়ান্ত বিল উত্তেলান করা হয় ।,0,53,57
অর্থ,"প্রবীর হত্যায় বন্ধকীকৃত স্বর্ণালংকার , নগদ অর্থ , মোবাইল সেট , রক্তের দাগ লেগে থাকা কোমরের বেল্ট , সিমেন্টের ব্যাগসহ বিভিন্ন আলামত উল্লেখ করা হয়েছে ।",0,44,48
অর্থ,রাদামেল ফ্যালকাও : অ্যাটলেটিকো মাদ্রিদে খেলার সময় ও সালে ইমেজ স্বত্বের অর্থ থেকে . মিলিয়ন ইউরো কর ফাঁকি দিয়েছেন বলে অভিযোগ উঠেছে কলম্বিয়ার এই স্ট্রাইকারের বিরুদ্ধে ।,0,72,76
অর্থ,"বরগুনা প্রতিনিধি : বরগুনার বেতাগীতে টি সরকারি প্রাথমিক বিদ্যালয়ে দফতরী কাম নৈশ প্রহরী ( এমএলএসএস ) নিয়োগে শাসক দলের প্রভাবশালী নেতা , স্কুল ম্যানেজিং কমিটি ও সহকারী উপজেলা শিক্ষা অফিসারদের বিরুদ্ধে অর্থ বানিজ্যের অভিযোগ উঠেছে ।",0,200,204
অর্থ,ব্রাহ্মণবাড়িয়া : ব্রাহ্মণবাড়িয়ায় এডভোকেট ও সহকারী আইনজীবি হিসেবে ভূয়া পরিচয় দিয়ে মোবাইল ফোন করে বিভিন্ন ব্যক্তিদের কাছ থেকে বিকাশ এর মাধ্যমে অর্থ হাতিয়ে নেয়া অভিযোগে প্রতাকর চক্রের সদস্যকে গ্রেফতার করেছে পুলিশ ।,0,149,153
অর্থ,"আ ক ম মোজাম্মেল হক পেয়েছেন মুক্তিযুদ্ধবিষয়ক মন্ত্রণালয় , ওবায়দুল কাদের সড়ক পরিবহন ও সেতু মন্ত্রণালয় , আবদুর রাজ্জাক কৃষি মন্ত্রণালয় , আসাদুজ্জামান খান কামাল স্বরাষ্ট্র মন্ত্রণালয় , মোহাম্মদ হাছান মাহমুদ তথ্য মন্ত্রণালয় , আনিসুল হক আইন , বিচার ও সংসদবিষয়ক মন্ত্রণালয় , আ হ ম মুস্তফা কামাল অর্থ মন্ত্রণালয় , মো .",0,299,303
অর্থ,"গ্রাহকদের হিসাবে সর্বপ্রকার জমা এবং উত্তোলন , ডিমান্ড ড্রাফট / পে-অর্ডার ইস্যু ও জমা গ্রহণ , ট্রেজারি চালান গ্রহণ , সরকারের বিভিন্ন সামাজিক কার্যক্রমের আওতায় প্রদত্ত ভাতা / অনুদান বিতরণ , বৈদেশিক রেমিট্যান্সের অর্থ পরিশোধ , অভ্যন্তরীণ ও আন্তঃশাখা অর্থ স্থানান্তর , এনআরবি বন্ডে এবং বিভিন্ন প্রকার জাতীয় সঞ্চয় সার্টিফিকেটের মেয়াদপূর্তিতে নগদায়ন ও কুপনের অর্থ পরিশোধ , প্রযোজ্য ক্ষেত্রে ইউটিলিটি ( যথা : গ্যাস / পানি / বিদ্যুৎ / টেলিফোন ) বিল গ্রহণসহ বাংলাদেশ ব্যাংক কর্তৃক চালু রাখা বিভিন্ন পেমেন্ট সিস্টেমের / ক্লিয়ারিং ব্যবস্থার আওতাধীন অন্যান্য লেনদেন সুবিধা প্রদান নিশ্চিত করতে হবে ।",0,211,215
অর্থ,"ধারা ও এর অধীন আরোপিত কোন জরিমানা তৎক্ষণাৎ আদায় না হইলে , গ্রাম আদালত তৎকর্তৃক আরোপিত জরিমানার অর্থের পরিমাণসহ উক্ত অর্থ অনাদায়ের কারণ উল্লেখপূর্বক একটি আদেশ ইউনিয়ন পরিষদে প্রেরণ করিবে এবং উক্ত অর্থ ইউনিয়ন পরিষদ তৎকর্তৃক আরোপিত করগণ্যে স্থানীয় সরকার ( ইউনিয়ন পরিষদ ) আইন , ( সনের নং আইন ) এর অধীন আদায় করিবে ।",0,96,100
অর্থ,"বাংলাদেশ ব্যাংকের বৈদেশিক মুদ্রার রিজার্ভের অর্থ লুট হওয়ার ঘটনায় অন্তর্বর্তী তদন্ত প্রতিবেদন জমা দিয়ে তদন্ত কমিটির প্রধান ফরাসউদ্দিন বলেছেন , এটা হজম করতে সরকারকে সময় দিতে হবে ।",0,44,48
অর্থ,গোবিন্দগঞ্জ ( গাইবান্ধা ) প্রতিনিধি : গোবিন্দগঞ্জ উপজেলার মহিমাগঞ্জ ইউনিয়নের চরবালুয়ায় কোটি লাখ টাকা ব্যয়ে ক্ষতিগ্রস্ত বাঁধ নির্মাণে ব্যাপক অনিয়মসহ সরকারি অর্থ লোপাটের অভিযোগ উঠলেও প্রশাসনের নজরদারি নেই ।,0,160,164
অর্থ,"লক্ষ লক্ষ নারী শ্রমিক গার্মেন্টস শিল্পে কাজ না করলে , গাজীপুর , নারায়ণগঞ্জ , চট্টগ্রামের শিল্পাঞ্চলগুলোর পাশে গড়ে ওঠা প্রতিষ্ঠানগুলোতে তাদের ছেলেদের হেফজখানায় না ভর্তি করলে , বেতনের অর্থ থেকে লিল্লাহ বোর্ডিংয়ে দান না করলে , এই বিশাল লিল্লাহ বোর্ডিং নির্ভর হেফজখানাগুলো , শিল্পাঞ্চলগুলো এখানে তৈরিই হতো না ।",0,185,189
অর্থ,"তিনি ঘোষণা দেন , বিশ্বব্যাংক দুর্নীতির অভিযোগ প্রমাণে ব্যর্থ হলে তাদের অর্থ সরকার নেবে না ।",0,71,75
অর্থ,"বিশেষ অতিথি ও নির্বাচন কমিশনার হিসাবে উপস্থিত ছিলেন জেলা শাখার সহ-সভাপতি লিয়াকত আলী তালুকদার , সাধারণ সম্পাদক মোঃ আব্দুল মুহিত রাসেল , সাংগঠনিক সম্পাদক সিরাজুল ইসলাম , প্রচার ও প্রকাশনা সম্পাদক মোঃ মোবাশ্বির হোসেন চৌধুরী , অর্থ সম্পাদক মোঃ সৈয়দ শাহেদুল ইসলাম ।",0,224,228
অর্থ,মুক্তিপণের দাবিতে এই পর্যন্ত তারা মালয় রিংগিত . মিলিয়ন অর্থ হাতিয়ে নিয়েছে বলে পুলিশ জানায় ।,0,57,61
অর্থ,"কিন্তু এ কথা আমাদের প্রধানমন্ত্রী প্রায়ই বলেন , আমরাও বলি , আমাদের অর্থ সাবধানে ব্যয় করতে হবে ।",0,68,72
অর্থ,নানা পদক্ষেপের পর অল্প কিছু উদ্ধার হলেও বেশিরভাগ অর্থই উদ্ধার করা সম্ভব হয়নি ।,0,49,53
অর্থ,"তার চিকিৎসার জন্য অর্থ দরকার , .. .",0,18,22
অর্থ,তার মায়ের অপরিশোধিত লোনের অর্থ পরিশোধ করা হয়েছে ।,0,27,31
অর্থ,একেই বলে ক্ষমতা আর অর্থের বল ।,0,19,23
অর্থ,"চলতি বছরের জানুয়ারিতে বোলিং কোচ হিসেবে যোগ দেয়া গিবসন জানান , পরবর্তী তিন বছরের জন্য ডোমিঙ্গো দলের তরুণ বোলারদের দিকে মনোযোগ দিতে চাচ্ছেন , যার অর্থ দাঁড়ায় মাশরাফী তার পরিকল্পনায় নেই ।",0,146,150
অর্থ,"এছাড়া পরিবারের সদস্যদের সঙ্গে দেখা-সাক্ষাৎ , শিশুদের অর্থ উপহার দেওয়ার মতো ঈদের কোনো আনুষ্ঠানিকতা পালন যাতে না করা হয় সে ব্যাপারে জনসাধারণকে নির্দেশনা দেওয়া হয়েছে ।",0,54,58
অর্থ,"বিবিসি জানায় , অস্ট্রেলিয়ার সরকার যদি কনটেন্ট শেয়ারের জন্য ফেসবুককে অর্থ দিতে বাধ্য করা হয় তবে ওই দেশটি থেকে সব রকম শেয়ার নিষিদ্ধ করে দেবে মার্কিন সংস্থাটি ।",0,71,75
অর্থ,"তিনি বলেন , পদ্মাসেতুর জন্য যে অর্থের প্রয়োজন , তা বাংলাদেশ সরকারের রয়েছে ।",0,31,35
অর্থ,দু'টি তহবিল থেকে অর্থ বরাদ্দ হয় বিজিআরইআই এবং এনএফএসএম ।,0,17,21
অর্থ,ধূমপান ও তামাকজাত দ্রব্য নিয়ন্ত্রণে বাজেটে বরাদ্দ হওয়া অর্থ থেকে অগ্রিম লাখ হাজার টাকা উত্তোলন করতে অর্থ বিভাগে চিঠি দিয়েছে স্বাস্থ্য বিভাগ ।,0,57,61
অর্থ,গত বছরের মধ্যে এই প্রথম পুরস্কারের অর্থ বর্ধিত করলো দক্ষিণ কোরিয়া ।,0,35,39
অর্থ,"চলতি বছরের ফেব্রুয়ারি হ্যাকিংয়ের মাধ্যমে ফেডারেল রিজার্ভ ব্যাংক , নিউইয়র্ক পরিচালিত বাংলাদেশ ব্যাংকের রিজার্ভের অর্থ লেনদেনকারী হিসাব থেকে টি ভুয়া পেমেন্ট ইনস্ট্রাকশনের ( পিআই ) মাধ্যমে কোটি লাখ ডলার অবৈধভাবে স্থানান্তরের চেষ্টা চালানো হয় ।",0,115,119
অর্থ,সংশিস্নষ্ট দুস্থ্য গরীবরা মাননীয় সংসদ সদস্যের বরাবরে আবেদন করার প্রেক্ষিতে তাঁর অভিপ্রায় অনুযায়ী সংশিস্নষ্টদের মাঝে অর্থ বরাদ্দের চেক প্রদান করা হয় ।,0,119,123
অর্থ,সরকারি প্রতিষ্ঠানগুলোর পক্ষে নিজ নিজ প্রতিষ্ঠানের ব্যবস্থাপনা পরিচালক ( এমডি ) এবং অর্থ মন্ত্রণালয়ের পক্ষে অর্থ বিভাগের অতিরিক্ত সচিব ড .,0,83,87
অর্থ,দেশের কোটি পরিযায়ী শ্রমিক হঠাৎ সব অর্থে অনাথ হয়ে গেল ।,0,35,39
অর্থ,"বাফুফে সভাপতি কাজী মো : সালাহউদ্দিন বলেছেন , দেশের সার্বিক ফুটবলের মান উন্নয়নেই মূলত এই লটারি থেকে প্রাপ্ত অর্থ কাজে লাগানো হবে ।",0,108,112
অর্থ,তারপর থেকে এর পেছনে সরকার অর্থ ব্যয় করা বন্ধ করে দিয়েছে ।,0,26,30
অর্থ,"প্রিপেইড অর্থ পূর্বে পরিশোধ , পোস্ট পেইড অর্থ পরে পরিশোধ ।",0,9,13
অর্থ,বাংলাদেশি অর্থে তা প্রায় লাখ টাকা ।,0,10,14
অর্থ,তার পরও দ্বিতীয় ঢেউয়ে সরকার নতুন করে কোনো প্রণোদনা ঘোষণা করলে এই খাতগুলোর অর্থ ব্যবহার করা হতে পারে ।,0,76,80
অর্থ,অথচ অর্থ মন্ত্রণালয় থেকে এই প্রকল্পকে অগ্রাধিকার মনে করা হয়নি ।,0,4,8
অর্থ,সব মিলিয়ে মহামারীর দুঃসময়েও অর্থের সংস্থান ও উৎস নিয়ে সরকার বেশ স্বাচ্ছন্দ্যেই আছে ।,0,30,34
অর্থ,তাদের অর্থ দিয়ে ও প্রলোভন দেখিয়ে হত্যাকাণ্ডে যুক্ত করেছিলেন কাদের ।,0,6,10
অর্থ,"বাংলাদেশ ব্যাংকের বিজ্ঞপ্তিতে বলা হয় , এক এমএফএস সেবাদাতার হিসাব থেকে অন্য এমএফএস সেবাদাতার ( পি-টু-পি ) হিসাবে অর্থ স্থানান্তরের ক্ষেত্রে প্রাপক এমএফএস সেবাদাতা প্রেরক এমএফএস সেবাদাতাকে সাকুল্যে লেনদেন করা অর্থের শূন্য দশমিক শতাংশ ফি দেবে ।",0,113,117
অর্থ,"সেন্ট্রাল ব্যাংকের এই নতুন অর্থের জন্য যেহেতু কোনো খরচ করতে হচ্ছে না , এর জন্য তাকে কোনো জিনিস বেচতে হচ্ছে না ।",0,27,31
অর্থ,"আপনার অ্যাকাউন্টে অর্থ আছে , আপনি এটি দিয়ে লেনদেন করতে পারেন ।",0,18,22
অর্থ,/ অর্থ ও বাণিজ্য / সহজে ব্যবসার সূচকে ধাপ এগিয়েছে বাংলাদেশ,0,2,6
অর্থ,এসব প্রকল্পের কাজ শেষে আরো কয়েকটি প্রকল্পের মাধ্যমে যোগাযোগ বর্ধিতকরণ কাজ বাস্তবায়ন করা সম্ভব হচ্ছে না অর্থের অভাবে ।,0,105,109
অর্থ,"বার্সেলোনার পরিচালক আলবের্ত সোলের জানান , শুক্রবার স্পেনের দল বদলের শেষ দিন ব্রাজিলের এই প্লেমেকারের জন্য অ্যানফিল্ডের ক্লাবটি এই পরিমাণ অর্থ চায় ।",0,137,141
অর্থ,"এসুন্দর সম্প্রসারিত মসজিদটি নির্মাণে যারা অর্থ দান করেছেন তারা হলেন আবু রাশেদ , মারবুক , ছুত্তয়ানি যারওয়ান আল আযেমী এবং তাঁর স্ত্রী যুহাইয়া ঈদ ।",0,42,46
অর্থ,"বললেন , তারা এমনই একদল মানুষ , যারা শুধুমাত্র আল্লাহ তায়ালার জন্য পরস্পরকে ভালবাসে , অর্থ কিংবা পারিবারিক বন্ধনের কারণে নয় ।",0,86,90
অর্থ,এর আগের অর্থ বছরে কোটি ও তার আগের অর্থ বছরে এই রাজস্বের পরিমাণ ছিল কোটি টাকা ।,0,8,12
অর্থ,"এদিকে , বাংলাদেশ ব্যাংকের রিজার্ভ সার্ভার হ্যাক করে মিলিয়ন অর্থ স্থানান্তরের বিষয়টি অস্বাভাবিক মনে করে ফিলিপাইন কেন্দ্রীয় ব্যাংক অর্থ ছাড় না করার নির্দেশ দেওয়ায় বিপুল অর্থ চুরির হাত থেকে বাংলাদেশ ব্যাংক রক্ষা পায় ।",0,60,64
অর্থ,' ক্লিক করেই ডলার ইনকাম ' – অর্থ আয়ের এমন লোভনীয় ফাঁদ পেতে গ্রাহকদের কাছ থেকে এই অর্থ হাতিয়ে নেয় কোম্পানিটি ।,0,28,32
অর্থ,রবিবার ( ফেব্রুয়ারি ) অর্থ বিভাগের প্রবিধি অনুবিভাগের সিনিয়র সহকারী সচিব খালেদা নাছরিন স্বাক্ষরিত একটি প্রজ্ঞাপন জারি করা হয় ।,0,23,27
অর্থ,"ভাবতে চেষ্টা করলাম , দেশের সংবাদপত্রগুলিতে তো বহু সংখ্যক ঋণ জালিয়াতির এবং অর্থ পাচারের খবর প্রকাশিত হতে দেখি-কিন্তু কে , তাদের বিরুদ্ধে তো কোন শাস্তির বা মামলা দায়েরর কথা তাদের কারও জেলা-জরিমানা হওয়ার খবর তো আজতক আমার চোখে পড়ে না ।",0,75,79
অর্থ,প্রকৃত অর্থে তিনি রানি ছিলেন না ।,1,7,11
অর্থ,"এর ব্যাখ্যা করে সুব্রতবাবু পরে বলেন , এ ক্ষেত্রে ' ইন রেম ' - এর অর্থ হল , ওই রায় সব ক্ষেত্রে প্রযোজ্য ।",1,65,69
অর্থ,"দ্যাখতো ' , আঞ্চলিক অর্থে ? ভাল ।",1,20,24
অর্থ,"ভর্তি রোগী সুস্থ হবার পূর্বেই অনৈতিক অর্থ সুবিধা নিয়ে নাম কর্তন , সার্টিফিকেট প্রদানে অবৈধ অর্থ আদায় , ভর্তি রোগীদের সাথে খারাপ আচরন ইত্যাদি বিষয়ে অভিযুক্ত ।",1,37,41
অর্থ,"বলে রাখি , আমি একজনকে অনেক ভালোবাসতাম , রিলেশনটা যেমনি ছিলো আমি সত্যিকার অর্থেই ভালোবেসেছিলাম ।",1,73,77
অর্থ,"এর অর্থ হলো , ইরানের সাথে যুদ্ধে দু'টি প্রধান বিল যুক্তরাষ্ট্রের সাথে যুক্ত হবে , এর একটি হলো সামরিক ব্যয় আর দ্বিতীয়টি , তেলের মূল্যবৃদ্ধিজনিত অর্থনৈতিক ব্যয় ।",1,3,7
অর্থ,"উ দিয়ে মেয়েদের নাম অর্থসহ তালিকা থেকে আপনার মেয়ের জন্য একটি সুন্দর নাম রাখুন । উ দিয়ে মেয়েদের নাম অর্থসহ তালিকা নিম্নরূপঃ উমাইরা নামের অর্থ "" ওমরাহ করতে "" ।",1,140,144
অর্থ,খোসা ভাষায় যার অর্থ গাছের ডালপানা টানা কিংবা সমস্যা সৃষ্টিকারী বা দুষ্টু ।,1,16,20
অর্থ,তাড়াতাড়ি একটা প্রকৃত অর্থে অংশগ্রহণমূলক নির্বাচন দিন ।,1,23,27
অর্থ,দেশের শাসনকাজ পরিচালনা ও উন্নয়নমূলক কাজ করার জন্য অর্থের প্রয়োজন ।,1,51,55
অর্থ,"উত্তরঃ আল-কোরআন ) "" কোরআন "" শব্দটির অর্থ কি ?",1,36,40
অর্থ,পরিষদের সচিব অজিতেশ্বর চাকমা অর্থ বছরে পরিষদের মোট লক্ষ হাজার টাকা আয় ও লক্ষ হাজার টাকার বাজেট ঘোষনা করেন ।,1,29,33
অর্থ,এ অর্থ দিয়ে প্রকল্পের অধীনে খুলনার পাঁচ্চর থেকে ভাংগা পর্যন্ত অংশ ধীরগতির যানবাহনের জন্য পৃথক লেনও করা হবে ।,1,2,6
অর্থ,অনলাইনের মাধ্যমে অর্থ গ্রহণ ও প্রদানের ব্যবস্থা,1,17,21
অর্থ,আলেম শব্দের অর্থ জ্ঞানী ।,1,12,16
অর্থ,তিনি করোনার টিকাকে যথার্থ অর্থেই বৈশ্বিক সম্পদ হিসেবে উল্লেখ করেছিলেন ।,1,26,30
অর্থ,"এটা আরও সহজভাবে বোঝানোর জন্য উদাহারন স ¦ রূপ বলা যেতে পারে যেভাবে পাগড়ী মাথায় ঘুরিয়ে পরানো হয় । উপরোল্লেখিত আয়াতে রাত এবং দিনের একে অপরকে আচ্ছাদিত করার যে তথ্য দেয়া হয়েছে তার মাধ্যমে পৃথিবীর আকৃতির একটা ধারনা পাওয়া যায় । কেননা এই ধরনের দিন এবং রাত একে অপরকে শুধু তখনই আচ্ছাদন করতে পারে যদি পৃথিবী প্রকৃত পক্ষে গোলাকৃতি হয় । এর অর্থ এই যে , শত বছর পূর্বে নাযিলকৃত কোরআন পৃথিবীর গোলাকৃতির প্রতি অঙ্গুলি নির্দেশ করে বা করছে ।",1,337,341
অর্থ,"যাদের সাংগঠনিক দক্ষতা রয়েছে গোটা আমেরিকায় এবং সে ধরনের বহু পরীক্ষায় তারা উত্তীর্ণ হয়েছেন / পরবর্তী সময়ে , তাদের পক্ষে অঙ্গরাজ্য কমিটিতে নেমে যাওয়ার অর্থ হচ্ছে আত্মহত্যার সামিল । '",1,154,158
অর্থ,অর্থ প্রাপ্তির যোগ রয়েছে ।,1,0,4
অর্থ,"আপনি কি জানতে চান ঝুতি নামের অর্থ কি ? , Jhuti name meaning in Bengali ? , Jhuti নামের অর্থ ? , ঝুতি কি ইসলামিক নাম ? তাহলে এই পোষ্টটি আপনার জন্যই ।",1,29,33
অর্থ,"প্রতিটি শব্দের শুদ্ধ বানান , অর্থ , উচ্চারণ , ব্যুৎপত্তি , পদ-পরিচয় , ভাষা-উৎস ও পরিভাষাসহ প্রায় লক্ষ তথ্যবিশিষ্ট এ ডিজিটাল তথ্যভান্ডারটি উন্মুক্তকরণ উপলক্ষ্যে ফেব্রুয়ারি রাত টায় একটি ভার্চুয়াল উদ্বোধনী অনুষ্ঠান আয়োজন করে উদ্যোক্তা প্রতিষ্ঠানটি ।",1,29,33
অর্থ,অর্থ বিভাগ বলেছে তম গ্রেডের বিষয়টি এখন অ্যাড্রেস করতে গেলে এই মাসে ইএফটিতে বেতন দেওয়া যাবে না ।,1,0,4
অর্থ,' মুহাররাম ' শব্দের অর্থ - অলঙ্ঘনীয় পবিত্র ।,1,20,24
অর্থ,সেই কারণে চলতি সপ্তাহেই ওই তালিকা চেয়ে নর্থ ব্লকে চিঠি পাঠাবে অর্থ দফতর ।,1,63,67
অর্থ,"খুব ছোটবেলায় গানটার অর্থ বুঝতামনা , কিন্তু এখন বুঝি ঈদের আনন্দ ও শিক্ষা – এ দুটো অংশকেই নজরুল কী নিগূঢ় দক্ষতায় পুরো গানটিতে তুলে ধরেছেন ।",1,21,25
অর্থ,"আপনি কি জানতে চান তাসমিহা নামের অর্থ কি ? , Tasmiha name meaning in Bengali ? , Tasmiha নামের অর্থ ? , তাসমিহা কি ইসলামিক নাম ? তাহলে এই পোষ্টটি আপনার জন্যই ।",1,32,36
অর্থ,"রুপ সৌন্দর্য , অর্থ সম্পদ বা যৌন কামনা তাড়িত বিয়ে একটিও ছিলো না ।",1,15,19
অর্থ,চীনা ভাষায় ' টু সু ' এর অর্থ পা দিয়ে লাথি মারা বোঝায় এবং ' ছু পা ' অর্থ চামড়ার তৈরি বল ।,1,25,29
অর্থ,মূল্যবৃদ্ধির অর্থ থেকেও শতাংশ পাবে ।,1,13,17
অর্থ,অন্যথায় অর্থ পাচার বাড়বে ।,1,9,13
অর্থ,হাজার জন শ্রমিকের বিপরীতে দিনের কাজের মজুরি বাবদ বরাদ্দ হয় ওই অর্থ ।,1,63,67
অর্থ,একইসঙ্গে ক্ষেত্রে টাইম স্কেল বাবদ নেওয়া অর্থ ফেরত দিতে বলা হয় ।,1,41,45
অর্থ,""" অঙ্গমর্দনা "" শব্দটির অর্থ হল শরীরের অঙ্গ প্রত্যঙ্গকে নিজের আয়ত্তে আনা ।",1,23,27
অর্থ,"কারণ আমার মনে হয় , প্রথম বই হিসাবে এটা যথেষ্টই ভাল এবং ওগুলোর সাপেক্ষে কিছুই নিকৃষ্ট না , যদিও জনপ্রিয়তা বা বিক্রিতে ওইগুলোর সঙ্গে এখনই তুলনা টানার কোনো অর্থ হয় না ।",1,155,159
