lemma,sentence,sense,start,end
বর্ণ,এটি ভিসুয়াল দিকনির্দেশনা সবুজ বর্ণের আর সবুজ রঙ আমাদের চোখের জন্য খুব উপকারী ।,0,31,35
বর্ণ,"ছাতাটির নিচে ফুলের পাঁপড়ির মতো গিল বা ল্যামেলুলি দেখা যায় , এগুলি প্রথমে সাদা পরে পিঙ্গল বর্ণের এবং সর্বোপরি কালো স্পোর দ্রবণে পরিণত হয় ।",0,91,95
বর্ণ,শুভ বর্ণ : সবুজ ও গোলাপী ।,0,4,8
বর্ণ,"ক্ষয়ের গভীরতা বুঝতে হলে জানতে হবে সুস্থ দাঁত মোট তিনটি স্তর দিয়ে তৈরী , দাঁতের যে অংশটি আমাদের চোখে পড়ে তাকে বলা হয় ক্রাউন আর এটি আবৃত থাকে সাদা বর্ণের এনামেল দিয়ে , এনামেল শরীরের সবচেয়ে শক্ত পদার্থ ।",0,149,153
বর্ণ,ড্রাগন ফ্রুট গাছ ক্যাকটাস সদৃশ এবং ছোট গোলাকার ফলের ভিতরের অংশ সাধারণত লাল ও সাদা বর্ণের হয়ে থাকে ।,0,82,86
বর্ণ,"ফলের ব্যাস - মিলিমিটার , কাঁচা অবস্থায় দেখতে সবুজ ও পাকলে লাল বর্ণের হয়ে থাকে ।",0,63,67
বর্ণ,"খনি থেকে তোলার পর বিদ্যুৎকেন্দ্রের জ্বালানি হিসেবে ব্যবহার করার জন্য একে আরও পরিশোধন করা হয় , যা দেখতে গাঢ়ো হলুদ বর্ণের ।",0,115,119
বর্ণ,শুককীট হালকা সবুজ বর্ণের ও দৈর্ঘ্যে প্রায় ইঞ্চি । পিঠের মাঝখান দিয়ে একটি গাঢ় সবুজ রেখা অবস্থিত যেটি চতুর্থ দেহখন্ডে পৌঁছে সাদা বর্ণ ধারণ করে এবং মাথার চূড়া পর্যন্ত বিস্তৃত ।,0,18,22
বর্ণ,চুলার আঁচে কয়েকটি বর্ণ পরিবর্তন পর্যন্ত রান্না করা হয় ।,0,19,23
বর্ণ,গাঢ় বর্ণ : লাল ও পাম বর্ণের ব্লাশ এই ধরনের ত্বকে দেখতে ভালো লাগে ।,0,5,9
বর্ণ,"এ ক্ষুদ্রাকার গর্তগুলো দিয়েই সূর্যের আলো সরাসরি ত্বকে পড়তে পারবে । সংবাদমাধ্যমটি জানিয়েছে , সুন্দর মসৃণ ত্বক ট্যান করার জন্য বা তামাটে বর্ণ পেতে এ বিকিনি পরেই রৌদ্রস্নান করা যাবে ।",0,138,142
বর্ণ,"বাংলাদেশের জাতীয় পতাকার আয়তাকারের দৈর্ঘ্য ও প্রস্থের অনুপাত : এবং মাঝের লাল বর্ণের বৃত্তটির ব্যাসার্ধ দৈর্ঘ্যের পাঁচ ভাগের এক ভাগ , পতাকার দৈর্ঘ্যের ভাগের বাম দিকের ভাগের শেষ বিন্দুর ওপর অঙ্কিত লম্ব এবং প্রস্থের দিকে মাঝখান বরাবর অঙ্কিত সরলরেখার ছেদ বিন্দু হলো বৃত্তের কেন্দ্র ।",0,78,82
বর্ণ,"পত্র বৃন্তে আবৃত খেজুরের কাণ্ডটি সরল , গোলাকৃতি বা ধূসর বর্ণের হয় ।",0,56,60
বর্ণ,এরপর যখন পাতাদের বর্ণ পরিবর্তন হতে শুরু হলো তখন কী মোহনীয় হয়ে উঠেছিল প্রকৃতি ।,0,17,21
বর্ণ,"এ রোগে আক্রান্ত হলে গাছের পাতা , কান্ড ও ফল ক্রমশ ফ্যাকাশে বর্ণ ধারণ করে ।",0,59,63
বর্ণ,"এছাড়াও গাছের অগ্রভাগ মরে যায় , কাণ্ড কালো বর্ণ ধারণ করে ।",0,44,48
বর্ণ,মিষ্টি কুমড়ার আকার পেট মোটা গোল এবং পাকা অবস্থায় এর ভেতরের অংশ উজ্জ্বল কমলা বর্ণের হয়ে থাকে ।,0,78,82
বর্ণ,"এদের অনেক প্রজাতির দেহের বর্ণ বাসস্থানের সাথে মিলে যায় , যা ক্যামোফ্লাজ নামে পরিচিত ।",0,25,29
বর্ণ,কফি হচ্ছে ধুসর বর্ণের এক ধরনের পানীয় যা তৈরি হয় কফি বীজ থেকে ।,0,15,19
বর্ণ,সাধারণত তরুণ কেন ব্যাঙের মসৃণ ও কালো চামড়া দেখা যায় যদিও কিছু নমুনায় লালচে বর্ণের হয়ে থাকে ।,0,78,82
বর্ণ,"কোনো নদীর পানি কালো বর্ণ , কোনোটি ঘোলাটে আবার কোনোটি সবুজাভ ।",0,20,24
বর্ণ,এদের চোখের তারাগুলো আনুভূমিক এবং আইরিজের বর্ণ সোনালী ।,0,41,45
বর্ণ,পারিবারিক অনুষ্ঠানে হাল্কা গাঢ় বর্ণের পোশাক পরিধান স্বস্তিদায়ক এবং বেশ আকর্ষণীয় হয় ।,0,32,36
বর্ণ,"এদের লতানো কান্ড কাষ্ঠল নলাকার , বাকল মসৃণ ও গাঢ় বাদামী থেকে কালচে বর্ণের হয় ।",0,68,72
বর্ণ,সিসি পর্যন্ত ' ক ' এবং এর উপরের সিসির জন্যে ' খ ' বর্ণ ব্যবহার করা হয় ।,1,50,54
বর্ণ,"যেমন লাতিন ভাষা "" W "" , যা "" Wikipedia "" শব্দের প্রথম বর্ণ ।",1,54,58
বর্ণ,"বলা হয়ে থাকে , আরবি বর্ণ ' বা ' , ' সিন ' ও ' মীম ' - এর সংখ্যা মানের যোগফল হলো ' ' ।",1,21,25
বর্ণ,' বই ' দুই বর্ণের একটি শব্দ মাত্র ।,1,11,15
বর্ণ,"আপনার শুভ সংখ্যা : , , , । আপনার শুভ বর্ণ : কমলা ও হলুদ ।",1,37,41
বর্ণ,"এভাবে "" ষ "" অক্ষর ও "" শ "" বর্ণের উচ্চারণে কোনও পার্থক্য নেই , যেমন "" ষাট "" , "" ঋষি "" , "" চাষ "" , ইত্যাদি ।",1,26,30
বর্ণ,' ওমিক্রন ' হলো গ্রিক বর্ণমালার তমো বর্ণ যার আকৃতি ' 0 ' এর মতোই ।,1,36,40
বর্ণ,"বর্গীয় ক থেকে ম পর্যন্ত বর্ণ গুলোর মান যথাক্রমে , , ............ এভাবে পর্যন্ত এবং অবর্গীয় য থেকে হ পর্যন্ত বর্ণ গুলোর মান যথাক্রমে , , .......... এভাবে পর্যন্ত ।",1,25,29
বর্ণ,' বর্ণ পরিচয় ' ও ' বোধোদয় ' – এ ঈশ্বর প্রসঙ্গে কোনও উল্লেখ ছিল না ।,1,2,6
বর্ণ,এখানে দেখা গেল বিসমিল্লহির রাহমানির রাহীম লিখতে ব্যবহৃত বর্ণগুলোর মান,1,56,58
বর্ণ,এখানে চল ধাতুর সঙ্গে ' আ ' বর্ণ যুক্ত হয়ে ' চলা ' শব্দ গঠিত হয়েছে এবং দেশ শব্দের সঙ্গে ' ঈ ' বর্ণ যুক্ত হয়ে ' দেশী ' শব্দ গঠিত হয়েছে ।,1,27,31
বর্ণ,"হ-এর সঙ্গে য-ফলা যুক্ত হলে সংযুক্ত বর্ণের উচ্চারণ জঝ্-এর মতো শোনায়-বাহ্য ( বাজ্ঝো ) , গ্রাহ্য ( গ্রাজ্ঝো ) , উহ্য ( উজ্ঝো ) , সহ্য ( শোজ্ঝো ) ইত্যাদি ।",1,35,39
বর্ণ,- বর্ণ . মানুষের যোগাযোগের বাহন কী ?,1,2,6
বর্ণ,বর্ণ ফ্রী ভোটবাক্স | বিধানসভা-২০২১ | মার্চ | বার পঠিত | জন ),1,0,4
বর্ণ,"- শ , স , ষ . বর্ণ হচ্ছে – - ধ্বনি নির্দেশক প্রতীক . সাধু ভাষা সাধারণত কোথায় অনুপযোগী ?",1,14,18
বর্ণ,# ছন্দঃ অমৃতাক্ষর # অন্তমিলঃ কখখগ কখখগ ঘঙঘঙচচ # বর্ণ বিন্যাসঃ তিন তিন দুই তিন তিন # কবিতা প্রকৃতিঃ সনেট,1,48,52
বর্ণ,"' ক ' বর্ণ , , ঢাকায় ও টাকায় ' ক ' বর্ণ আছে , কিন্তু বাংলাদেশে ' ক ' বর্ণ নাই৷ আর কলকাতায় দুইটা ' ক ' বর্ণ আছে কিন্তু সারা বিশ্বে ' ক ' বর্ণ নাই৷ তাই উত্তর ' ক ' বর্ণ ।",1,6,10
বর্ণ,"বর্গীয় বর্ণগুলো অর্থাৎক থেকে ম পর্যন্ত বর্ণ গুলোকে বর্গে ( বর্গক্ষেত্রে ) স্থাপন করতে হয় ( ম , তম , তম , ইত্যাদি ) এবংয , র , ল .. এর মতো অবর্গীয় বর্ণগুলোকে অবর্গে অক্ষর স্থাপন করতে হয় ( ম , তম , তম ) ) ।",1,40,44
বর্ণ,"আ , ঝ , ধ , র , ল , হ এ ছয়টি সিলেটি নাগরীর নিজস্ব বর্ণ ।",1,51,55
বর্ণ,"কোম্পানীজ অধিক্ষেত্রঃ চট্টগ্রাম , কক্সবাজার , রাঙ্গামাটি , খাগড়াছড়ি ও বান্দরবান সিভিল জেলায় প্রধান কার্যালয় অবস্থিত ইংরেজী বর্ণমালার ' আই ' বর্ণ এবং ' ডব্লিও "" বর্ণ দ্বারা আরম্ভ লিমিটেড কোম্পানী ও তাদের পরিচালক বৃন্দের কর মামলা সমূহ ( এল. টি. ইউ ব্যতীত ) ।",1,144,148
বর্ণ,"ইদ আসলেই টেলিভিশন কিংবা প্রিন্ট মিডিয়াসহ সব মাধ্যমে ' ঈ ' অর্থাৎ ' দ ' এর আগে ' ঈ "" বর্ণ যুক্ত করে ' ঈদ ' নিয়ে সবাই মাতামাতি করে ।",1,85,89
বর্ণ,"ক ) কোম্পানীজ অধিক্ষেত্রঃ চট্টগ্রাম , কক্সবাজার , রাঙ্গামাটি , খাগড়াছড়ি ও বান্দরবান সিভিল জেলায় প্রধান কার্যালয় অবস্থিত ইংরেজী বর্ণমালার ' এক্স ' বর্ণ এবং ' জেড ' বর্ণ দ্বারা আরম্ভ লিমিটেড কোম্পানী ও তাদের পরিচালক বৃন্দের কর মামলা সমূহ ( এল. টি. ইউ ব্যতীত ) ।",1,150,154
বর্ণ,"ফোনেটিক বর্ণ ম্যাপঃ স্বরবর্ণ , ' কার ' ও ' ফলা '",1,8,12
বর্ণ,"- শ , স , ষ . বর্ণ হচ্ছে – - ধ্বনি নির্দেশক প্রতীক . সাধু ভাষা সাধারণত কোথায় অনুপযোগী ?",1,14,18
বর্ণ,"জ্যোতিষী বললে , "" পঞ্চম বর্ণ । """,1,24,28
বর্ণ,"যেমন , ' আ ' বর্ণটি ' আমার ' শব্দের স্বাধীনভাবে ব্যবহৃত হয়েছে , আবার ' ম ' - র সঙ্গে আশ্রিত হয়ে সংক্ষিপ্ত রূপেও ( ) ব্যবহৃত হয়েছে ।",1,13,15
বর্ণ,"● চ বর্গীয় ধ্বনির আগে কোনটি ব্যবহৃত হয় = ঞ ● "" হ্ম "" যুক্তবর্ণটি তে কি কি বর্ণ যুক্ত আছে = হ্ + ম ● "" ত্থ "" যুক্তবর্ণ টি তে কি কি বর্ণ আছে = ত + থ । ● ভাষার মূল উপাদান হচ্ছে = ধ্বনি ।",1,76,80
বর্ণ,আর ' নাউ ' শব্দটি শুদ্ধ ' না ' শব্দের সাথে অতিরিক্ত ' উ ' বর্ণটি যুক্ত হয়ে কথ্য বাংলার রূপটি এ অঞ্চলের আপন সত্ত্বার আবহমান কাল ধরে বাহন হয়ে চলে আসছে ।,1,58,60
বর্ণ,"এর নাম দেন ' আই ওয়াজ বর্ণ দেয়ার , আই ওয়াজ বর্ণ হেয়ার । '",1,22,26
বর্ণ,"কোম্পানীজ অধিক্ষেত্রঃ চট্টগ্রাম , কক্সবাজার , রাঙ্গামাটি , খাগড়াছড়ি ও বান্দরবান সিভিল জেলায় প্রধান কার্যালয় অবস্থিত ইংরেজী বর্ণমালার ' আর ' বর্ণ দ্বারা আরম্ভ লিমিটেড কোম্পানী ও তাদের পরিচালক বৃন্দের কর মামলা সমূহ ( এল. টি. ইউ ব্যতীত ) ।",1,144,148
বর্ণ,"তবে কিছু পুরনো বর্ণ যেমন ð , þ , æ এবং ö রক্ষা করা হয় ।",1,15,19
বর্ণ,"বর্তমান বাংলায় "" স "" ও "" ষ "" বর্ণগুলোও "" শ "" বর্ণের মত পশ্চাদ্দন্তমূলীয়স্থানে উচ্চারিত হয় , যেমন "" সাগর "" , "" আসা "" , "" চাষ "" , ইত্যাদি ।",1,46,50
বর্ণ,ঈ ঐ৬ + ইৎ২ ( দ্রবণ ) → বিক্রিয়া হয় না ( দ্রবণের বর্ণ পরিবর্তন হয় না ) ঈ ঐ৪ + ইৎ২ ( দ্রবণ ) → ইৎঈঐ২-ঈঐ২ইৎ ( দ্রবণের বর্ণ পরিবর্তন হয় ) ঈ ঐ২ + ইৎ২ ( দ্রবণ ) → ইৎ২ঈঐ-ঈঐইৎ২ ( দ্রবণের বর্ণ পরিবর্তন হয় ) ঈধঈ + ঐ২ঙ ঐঈ ঈঐ ঐঈ ঈঐ ঐঈ ঈঐ ঐঈ ঈঐ ঐ ? ঐ ? ঐঈ ঈঐ ইৎ ? ইৎ ? রসায়ন একইভাবে পটাসিয়াম পারম্যাঙ্গানেটের দ্রবণ ব্যবহার করে অসম্পৃক্ততার পরীক্ষা করা যায় ।,1,50,54
বর্ণ,চ হল অসমীয়া ও বাংলা ভাষার ষষ্ঠ ব্যঞ্জনবর্ণ এবং বাংলা বর্ণমালার তম বর্ণ ।,1,67,71
বর্ণ,"তালব্যদন্তমূলীয় স্থানে উচ্চারণ হলে "" শ "" বর্ণের মত উচ্চারিত হয় , যেমন "" সাদা "" , "" আসা "" , "" নিবাস "" ।",1,42,46
বর্ণ,"বিশেষ অধিক্ষেত্রঃ পর্যায় নির্বিশেষে চট্টগ্রাম সিভিল জেলার ইংরেজী বর্ণমালার ' এ ' থেকে ' আর ' ( A to R ) বর্ণ দ্বারা শুরু সকল - ক্লিনিক , হাসপাতাল , প্যাথলজি ও ডায়াগনষ্টিক সেন্টার এবং তাদের পরিচালক বৃন্দের কর মামলা সমূহ ।",1,105,109
বর্ণ,"খালিদ আহসানের প্রকাশিত বইয়ের মধ্যে উল্লেখযোগ্য - ঝিঁঝিঁর কনসার্ট ( ) , বর্ণ , চক্ষু , অন্তঃকরণ ( ) , কলম লিখেছে কবিতা আমি তার প্রথম শ্রোতা ( ) , এনেসথেসিয়া ( ) , পৃথিবীর শিরা-উপশিরা ( ) , তোমাকে পানকৌড়িকে ( ) , মন্দলোক ও কাঠের ঘোড়া ( ) ও শীতের কফিন থেকে উৎসারিত মানিপ্ল্যান্ট ( ) ।",1,72,76
বর্ণ,ডোম হিন্দু ধর্মের একটি অন্যতম নিম্ন বর্ণ ।,1,36,40
বর্ণ,"বহুল ব্যবহƒত বর্ণ , চিহ্ন ও যুক্তাক্ষর ম ও য় স্তরে বিন্যাস করে অপেক্ষাকৃত কম ব্যবহƒত বর্ণ ও চিহ্নগুলোকে য় ও র্থ স্তরে রাখা হয় ।",1,13,17
বর্ণ,"এছাড়া সম্পাদনা করেছেন ছোটকাগজ - ' বর্ণ এবং শব্দ ' , ' মন্ত্র ' ও শিল্পসাহিত্য বিষয়ক মাসিক পত্রিকা - ' নতুনধারা ' এবং সাপ্তাহিক পত্রিকা ' কাগজ ' ।",1,35,39
বর্ণ,"● দুটি মহাপ্রাণ ধ্বনি = খ , ঝ ● বাংলা বর্ণমালায় মাত্রাহীন বর্ণ = 10 টি ● স্বরবর্ণের সংক্ষিপ্ত রূপ কে বলে = কার । ● ব্যঞ্জন বর্ণের সংক্ষিপ্ত রূপ কে বলে = ফলা ।",1,59,63
বর্ণ,আন্তর্জাতিক ধ্বনিমূলক বর্ণমালায় এটিকে গ্রীক বর্ণ ⟨ χ ⟩ দিয়ে চিহ্নিত করা হয় ।,1,45,49
বর্ণ,ক্ষ বর্ণটি ক্ + ষ বর্ণ নিয়ে গঠিত ।,1,18,22
বর্ণ,আমাদের বলতে কোনো বর্ণের নন - শ ' কোটি মানুষের ।,1,17,21
বর্ণ,"ভিয়েতনামি ভাষায়ও এই ধ্বনিটি "" nh "" বর্ণে লেখা , যেমন nhai ঞায় "" চাবানো "" ।",1,37,41
বর্ণ,"দ্বিতীয় জন A , M , N , P , R , S , T - এই সাত বর্ণ দিয়ে নামের রঙধনু বইয়ে দিলো ।",1,47,51
বর্ণ,। প্রমিত বাংলা বানানের নিয়মানুযায়ী ' ঈ ' ' ঊ ' ' ঋ ' এবং এ তিনটি বর্ণের কারচিহ্ন যুক্ত শব্দই তৎসম শব্দ ।,1,67,71
বর্ণ,"বর্ণ দুটি হচ্ছে খ্রিপূ । """,1,0,4
বর্ণ,"আমি আপাততঃ ধরে নিচ্ছি কার গুলোকে একটা বর্ন হিসেবে গণনা করা হবে , রেফ , যুক্তাক্ষর ও ফলা গুলোকে ভেঙ্গে প্রত্যেকটা বর্ণ আলাদা করে গণনা করা হবে এবং হসন্তকে গণনা করা হবে না ।",1,113,117
বর্ণ,"বিশেষ করে ড় , ঢ় , য় , ৎ-কে বাদ দিয়ে চার্ট করা হয় , পরবর্তীকালে নোকতাযোগে লেখার পরামর্শ দিয়ে ড় , ঢ় , য়-কে অতিরিক্ত বর্ণ হিসেবে যোগ করা হয় , যা বাংলা ভাষার মৌলিক চরিত্রের সঙ্গে সংগতিপূর্ণ নয় ।",1,123,127
বর্ণ,হিসাব : পোর্সেলিন ক্রুসিবলের ভর = ধ গ্রাম ঈঁঝঙ . ঐ২ঙ সহ পোর্সেলিন ক্রুসিবলের ভর = ন গ্রাম ঈঁঝঙ . ঐ২ঙ - এর ভর = ( ন-ধ ) গ্রাম তাপ দেওয়ার পর ঈঁঝঙ সহ পোর্সেলিন ক্রুসিবলের ভর = প গ্রাম ঈঁঝঙ - এর ভর = ( প-ধ ) গ্রাম উত্তাপে অপসারিত পানির ভর = ( ন-ধ ) - ( প-ধ ) গ্রাম = ( ন-প ) গ্রাম ( ন-ধ ) গ্রাম ঈঁঝঙ৪. ৫ঐ২ঙ - এর সাথে যুক্ত কেলাস পানির ভর = ( ন-প ) গ্রাম গ্রাম ঈঁঝঙ . ঐ২ঙ - এর সাথে যুক্ত কেলাস পানির ভর = ( ন-প ) দ্ধ১০০ গ্রাম ( ন-ধ ) ঈঁঝঙ . ঐ২ঙ ঈঁঝঙ৪ - ঐ ঙ ∆ নীল বর্ণ মোল = . গ্রাম সাদা বর্ণ মোল = . গ্রাম চিত্র . : তুঁতে থেকে কেলাস পানি অপসারণ,1,459,463
বর্ণ,"বাংলা ভাষার "" প "" , "" ফ "" , "" ব "" , "" ভ "" , ও "" ম "" বর্ণগুলোর উচ্চারণ ওষ্ঠ্য বলা হয় ।",1,52,54
বর্ণ,বাংলা বর্ণমালায় পূর্ণমাত্রা ও অর্ধমাত্রার বর্ণের সংখ্যা যথাক্রমে : ( গ-২০০৫-০৬ ),1,43,47
বর্ণ,"অর্থাৎ , প্রধানমন্ত্রীর কার্যালয়ের আওতাধীন সব গাড়ি "" য "" বর্ণ দ্বারা চিহ্নিত করা হবে ।",1,59,63
বর্ণ,তার বর্ণমালার তালিকায় ড় ঢ় ও য় বর্ণগুলো ছিল না ।,1,4,6
বর্ণ,"অর্থাৎ এই তিনটি বর্ণই যক্ত অবস্থায় থাকবে , স + ত + ম সমস্যা , এবং : ল এবং ল , ব এবং ল যুক্ত হয়না সমাধান - যেকোনো বর্ণের নিচে ল যুক্ত করতে চাইলে বর্ণটি লিখে ইউনিবিজয়ে স্ন লিখুন",1,115,119
বর্ণ,"যেমন - পাণিণির মতে ' কালী ' শব্দটি ' কাল ' শব্দের স্ত্রী রূপ , যার অর্থ ' কৃষ্ণ , ঘোর বর্ণ ' ( । । ) ।",1,86,90
বর্ণ,"ধ্বনি , বর্ণ , শব্দ , পদ , সমাস ইত্যাদি সিলেবাস ধরে পড়ে ফেলুন ।",1,8,12
বর্ণ,স্বাধীনতার পাশে বিজয় শব্দটি কিছুটা হালকা ও কোমল হলেও ' জ ' বর্ণটির কারণে শব্দটি .. .,1,60,62
বর্ণ,বাংলা ডোমেইনের ক্ষেত্রে ' ড় ঢ় য় ' - এই তিন বর্ণের সংকট কাটতে যাচ্ছে ।,1,46,50
বর্ণ,বর্ণটি দন্তমূলীয় তাড়নজাত ধ্বনি ( alveolo-flapped sound ) এবং ঘোষ ( voiced ) ও অল্পপ্রাণ ( unaspirated ) শব্দের আদিতে এর প্রয়োগ না থাকলেও বড় ; বড়ি ; বাড় ; বাড়ি ; কড়া ; কড়ি প্রভৃতি বহু শব্দে এর ব্যবহার আছে ।,1,0,2
বর্ণ,"কিন্তু colour , complexion , a letter of the alphabet ছাড়াও race বুঝাতেও বাংলায় বর্ণ শব্দটি ব্যবহার হয় ।",1,82,86
বর্ণ,"বাংলায় স্বরবর্ণ অথবা ব্যঞ্জনবর্ণ , ইংরেজির এ , বি , সি , অংকের এক , দুই , তিন থেকে শুরু করে আরবি আলিফ , বা , তা , ছা পর্যন্ত বর্ণ চেনা থেকে শুরু করে শিশু ধীরে ধীরে শব্দ পড়তে এবং বলতে শুরু করে ।",1,126,130
বর্ণ,The Musical Alphabet : – Pitch : Western world ' s musical system এ English alphabet এর প্রথম seven letters বা বর্ণ টি note or sound এর pitch রূপে ব্যবহৃত হয় ।,1,111,115
বর্ণ,কয়েক স্তরে ইংরেজি ' U ' বর্ণের মতো আসন পাতা্ ।,1,25,29
বর্ণ,""" ক্ষ পরবর্তি অ বর্ণ ও হয় "" ।",1,16,20
বর্ণ,"তিনি শুধু মুসলমানদের নবী নন বরং কিয়ামত পর্যন্ত যত বর্ণের , গোত্রের , ধর্মের মানুষ দুনিয়ায় আসবে সবারই নবী ।",2,51,55
বর্ণ,""" পবিত্র কোরআন শরীফে আল্লাহ্ পাক ঘোষনা করেন , "" আল্লাহ্ কোন জাতির ভাগ্য পরিবর্তন করেননা যতক্ষণ না সেই জাতি নিজেই নিজের ভাগ্য পরিবর্তন করে । "" পবিত্র কোরআন শরীফে আল্লাহ্ পাক আরও বলেন , "" মানুষ যাহা চেষ্টা করে তাহার অতিরিক্ত কিছুই তাহার প্রাপ্য নয় । "" উপরোল্লিখিত আলোচনার আলোকে বলাযায় , বস্তুতঃ কর্মের প্রভাব অনস্বীকার্য । এ কথা ধর্ম , বর্ণ নির্বিশেষে সকল প্রাণীর ক্ষেত্রে সমভাবে প্রযোজ্য । সাবধানতা , ধৈর্য্য , সংযম , নিয়মানুবর্তিতা , আত্মরক্ষামূলক ব্যবস্থা , কর্মস্পৃহা , প্রচেষ্টা , সাহায্য গ্রহন , চিকিৎসা ইত্যাদিও তদবীরের সমার্থক যা তাকদীরে মুয়াল্লাকের বিষয় ।",2,336,340
বর্ণ,সকল মানুষকে এক-অদ্বিতীয় আল্লাহ্কে গ্রহণ করার কথা বলে আমাদের প্রিয় মহানবী হযরত মুহাম্মদ ( সাঃ ) জাতি ধর্ম বর্ণ নির্বিশেষে সারা দুনিয়ার মানুষকে একই কাতারে দাঁড় করিয়ে দিয়েছেন ।,2,107,111
বর্ণ,""" কোভিড-১৯ আক্রমণের আগে জাতি , ধর্ম , বর্ণ , লিঙ্গ , ভাষা বা সীমান্ত দেখে না ।",2,38,42
বর্ণ,এখানে বিশেষ কোনো ধর্ম বা বর্ণ বা জাতিসত্তার কোনো প্রাধান্য নাই ।,2,25,29
বর্ণ,"মনে করুন , আপনার ব্যক্তিগত তথ্য , ধর্ম , বর্ণ , গোত্র , বাবার নাম , এসব আপনার কাজের জন্য বা চাকরী দাতার জন্য গুরুত্বপূর্ণ নয় ।",2,41,45
