lemma,sentence,sense,start,end
পিচ,সদর দরজার ভেতরে পিচ ঢালা সরু রাস্তা ।,1,16,19
পিচ,পিচ রাস্তার শেষ মাথায় বিষখালী নদী ।,1,0,3
পিচ,একর আয়তনের স্টেডিয়ামটিতে মূল মাঠের মাঝখানে পিচ আছে টি ।,1,45,48
পিচ,"ইতিমধ্যে ওই মহাসড়কের কোথাও পিচ ( পেভমেন্ট ) দেবে গেছে , আবার কোথাও ফুলেফেঁপে ওঠেছে ।",1,28,31
পিচ,বর্তমানে রাস্তাটিতে পিচ উঠে বড় বড় খানাখন্দে পরিণত হয়েছে ।,1,20,23
পিচ,পিচ রাস্তা থেকে কিলোমিটার ভিতরে ঠিক যেখানটায় বৃহস্পতিবারের ভোটবেলায় গোলমাল হল সেখানে পাড়ার বাইরের কোনও মানুষের পা পড়ে কালেভদ্রে ।,1,0,3
পিচ,কোথায়ও আধা ইঞ্চি আবার কোথায় এরচেয়ে কম পিচ ঢালাই করা হচ্ছে ।,1,41,44
পিচ,"একে অতিরিক্ত ওজন , তার উপরে বৃষ্টিদুইয়ে মিলে রাস্তাটির পিচ উঠে গিয়ে তৈরি হয়েছে খানাখন্দে ।",1,56,59
পিচ,"স্থানীয় মানুষের অভিযোগ , রাস্তাটি পিচ রাস্তা করার জন্য দীর্ঘদিন ধরে দাবি জানানো হলেও কোনও ব্যবস্থা নেওয়া হয়নি ।",1,35,38
পিচ,"বাসিন্দারা জানিয়েছেন , প্রশাসনিক উদ্যোগে প্রায় এক দশক আগে চূড়ামণ বাজার থেকে মাধবপুর পর্যন্ত পিচ দিয়ে রাস্তা তৈরি করা হয় ।",1,95,98
পিচ,ওই রাস্তার সিংহগ্রাম পর্যন্ত সড়কের পিচ উঠে বড় বড় গর্তের সৃষ্ঠি হয়ে চলাচলের অনুপযোগি হয়ে পড়েছে ।,1,36,39
পিচ,এসব গ্যাস পাইপের উপর কয়েকস্তরে পিচ পড়ে আছে ।,1,32,35
পিচ,কিন্তু সংস্কারের অভাবে জিরোপয়েন্ট ঘিরে সড়কে পিচ উঠে বেহাল অবস্থা তৈরি হয়েছে ।,1,46,49
পিচ,"পিচ ঢালা রাস্তায় প্রথম বাক ঘুরতেই মনে হল নিচের এক ঝোপে অল্প আগুন লেগে গেছে , সেই আগুনে সোনালি-লাল ফুলকি আবার স্থান পরিবর্তন করছে প্রতি মুহূর্তে ।",1,0,3
পিচ,রাস্তাটি পিচ করা হবে ।,1,9,12
পিচ,বাইপাস পিচ রাস্তার অবস্থা বেহাল ।,1,7,10
পিচ,কোথাও গর্ত বোজাতে খামচা খামচি করে কিছু পিচ নয় ঝামা ফেলা হয়েছে দায়সারা ভাবে ।,1,39,42
পিচ,গত পাঁচ দিন ধরে পিচ লুকিয়ে কভারের নীচে ।,1,16,19
পিচ,পুরো রাস্তাটাই এ বার পিচ দিয়ে মুড়ে দেওয়া হবে ।,1,21,24
পিচ,পিচ ঢাকা রাস্তা দিয়ে প্রত্যেকটি গ্রামকে সংযুক্ত করা হয়েছে ।,1,0,3
পিচ,"প্রধান প্রধান সড়কগুলোর পিচ উঠে , সড়ক ভেঙ্গে আর বড় বড় খানাখন্দের কারণে সড়কগুলোর অবস্থা এতোই নাজুক হয়ে পরেছে যে যানবাহন চলাচলতো দূরের কথা , পায়ে হেঁটেও মানুষ চলাচল করতে পারছেন না ।",1,24,27
পিচ,"স্থানীয় বাসিন্দা আবুল কালাম বলেন , ইট খোয়ার সংমিশ্রণের পরিবর্তে মাটির ওপর পাতলা প্রলেপ দিয়ে পিচ ঢালাই দেয়া হয়েছে ।",1,95,98
পিচ,"সরোজমিনে গিয়ে দেখা যায় , সড়কের পলিটেকনিকেল ইনস্টিটিউট থেকে বিশ ^ বিদ্যালয় পর্যন্ত সড়কের গায়ের প্রত্যেকটি অংশে পিচ ঢালাই উঠে মাঝারি ও ছোটো ছোটো গর্তের সৃষ্টি হয়েছে ।",1,116,119
পিচ,"যেমন , রাস্তায় পিচ নেই ।",1,16,19
পিচ,রাস্তার পিচ তথা ছাল-চামড়া উঠে গেছে স্থানে স্থানে ।,1,8,11
পিচ,বুধবার সকাল টা নাগাদ বর্ধমানে নম্বর জাতীয় সড়ক দিয়ে যাচ্ছিল পিচ বোঝাই ট্যাঙ্কারটি ।,1,62,65
পিচ,এ ছাড়া দেশের বিভিন্ন সড়ক-মহাসড়কে এখনো চলছে পিচ ঢালাইসহ নানা সংস্কারকাজ ।,1,46,49
পিচ,এলেঙ্গা বাসস্ট্যান্ডের দক্ষিণ পাশে রাস্তার পিচ উঠে গেছে ।,1,43,46
পিচ,আর লেক পাড় ধরেই পিচ ঢালা সব রাস্তা বিন্যস্ত করা ।,1,17,20
পিচ,ভাঙাচোরা রাস্তাতে শুরু হয়েছে পিচ ঢালাই ।,1,30,33
পিচ,আর ঢাকা দক্ষিণ সিটি করপোরেশন ( ডিএসসিসি ) দেবধোলাই খাল ভরাট করে পিচ ঢালাই সড়ক নির্মাণ করেছে ।,1,64,67
পিচ,কোথাও কোথাও পিচ উঠে গেছে ।,1,12,15
পিচ,এরই মধ্যে পিচ উঠে বড় বড় গর্ত তৈরি হয়েছে ।,1,10,13
পিচ,"আবার কোথাও পিচ , পাথর উঠে গিয়েছে ।",1,11,14
পিচ,পিচ রাস্তা হলেও কোনও অজ্ঞাত কারণে পোলবা থেকে মহানাদ পর্যন্ত রাস্তাটি চলাচলের অযোগ্য হয়ে পড়েছে ।,1,0,3
পিচ,জেলায় টি গ্রামীণ লাল মোরাম ও মাটির কাঁচা রাস্তাকে পিচ সড়ক বানাতেই এই অর্থ ব্যয় করা হচ্ছে ।,1,51,54
পিচ,পিচ রাস্তা থেকে এবার বাঁদিকে কাঁচা রাস্তা ।,1,0,3
পিচ,পাকা রাস্তা পিচ কার্পেটিং কি .,1,12,15
পিচ,ওই রাস্তা সংস্কারের জন্য পিচ রাস্তার দু'ধারেই ফুট দূরত্বের গাছ কাটা হচ্ছে ।,1,25,28
পিচ,ফিরে এসে দেখলেন তাদের বাড়ির জায়গায় পিচ ঢালা রাস্তা !,1,38,41
পিচ,শনিবার ( এপ্রিল ) বিকেলে উপজেলার সদর ইউনিয়নের চান্দামারী থেকে নুর ইসলাম ওরফে বয়লার বাবু পিচ ইয়াবা সহ আটক করা হয় ।,2,90,93
পিচ,পুলিশ সাথে টানা-পোড়নে সুমন কুমারকে একই ফাঁদে পিচ ইয়াবাসহ সেমবার উপজেলা পুকুর পাড় থেকে গ্রেফতার করেন এসআই সিরাজুল ইসলাম ।,2,46,49
পিচ,এ সময় চাঁদপুর সদর উপজেলার নং বাগাদী ইউনিয়নের নানুপুর মিজি বাড়ির রাজ্জাক মিজির ছেলে কবির হোসেন মিজি ( ) কে পিচ ইয়াবা ও ফরিদগঞ্জ উপজেলার ভাটিয়ালপুর গ্রামের মৃত আবুল কালাম গাজীর ছেলে চিল মিজান গাজী ( ) কে পিচ ইয়াবা ট্যাবলেটসহ আটক করে ।,2,109,112
পিচ,গত বৃহস্পতিবার ( মার্চ ) দুপুরে নড়াইল পৌরসভাধীন ভাদুলীডাঙ্গা গ্রাম থেকে মাদক ব্যবসায়ী শরিফুল ইসলাম ( ) ও ব্যবসায়ের সাথে জড়িত থাকার অভিযোগে তার স্ত্রী তাসলিমা ( ) কে নিজ বাড়ি থেকে পিচ ইয়াবাসহ আটক করে পুলিশ ।,2,184,187
পিচ,চাঁদপুর শহরের স্ট্যান্ডরোডস্থ তাজমহল হোটেল থেকে র্যাব কুমিল্লা - আব্দুল মোতালেব ( ) নামে এক রোহিঙ্গা যুবককে হাজার শ পিচ ইয়াবাসহ আটক করে ।,2,116,119
পিচ,"কামরুজ্জামান শাহীন , ভোলা : ভোলার চরফ্যাশন উপজেলায় পিচ ইয়াবাসহ মো .",2,52,55
পিচ,"প্রচ্ছদ "" বরিশাল , বরিশাল সদর "" বরিশালে গোয়েন্দা পুলিশের অভিযানে পিচ ইয়াবাসহ , গ্রেফতার",2,66,69
পিচ,শনিবার দুপুর টায় গোপন সংবাদের ভিত্তিতে বরগুনার অতিরিক্ত পুলিশ সুপার তোফায়েল আহম্মেদের নেতৃত্বে বরগুনা শহরের ষ্টেডিয়াম এলাকা থেকে পেশাদার মাদক ব্যবসায়ী আবদুল জলিল মিয়া ( ) ও তার স্ত্রী সোনিয়া বেগম ( ) কে নিজ বাসা থেকে হাজার শত পিচ ইয়াবাসহ আটক করে ।,2,232,235
পিচ,"আব্দুস ছামাদ খান , বেলকুচি সংবাদদাতাঃ সিরাজগঞ্জের কাজিপুর থানা পুলিশ পিচ ইয়াবাসহ দুই মাদক কারবারিকে আটক করেছে ।",2,69,72
পিচ,"এদিকে গোপন সংবাদের ভিত্তিতে আদাবর থানা পুলিশ , মোহাম্মদপুর থানা পুলিশ ও সাভার থানা পুলিশ যৌথ অভিযান চালিয়ে জহুরি মহল্লার ওই মার্কেট থেকে পিচ ডিম উদ্ধার করে ।",2,138,141
পিচ,এ সময় মান্নান শেখের ছেলে করিম ইসলাম রাজু ( ) ও তার সহযোগী শিমুল ফকির ( ) কে তিন'শ পিচ ইয়াবাসহ আটক করে ।,2,83,86
পিচ,"ডামুড্যা থানা সূত্রে জানা যায় , গতকাল সোমবার সন্ধ্যায় র্যাব - এর টহল দলের বিশেষ অভিযানে পিচ ইয়াবাসহ গ্রেফতার করেন ইয়াবা ব্যবসায়ী কালাম চৌকিদারের ছোট ভাই রাজা চৌকিদারকে ।",2,90,93
পিচ,ফরিদুল মোস্তফা : র্যাব-১৫ এক অভিযান চালিয়ে হাজার পিচ ইয়াবা সহ কক্সবাজার পৌরসভার এক নম্বর ওয়ার্ডের উত্তর কুতুবদিয়া পাড়ার নারী ইয়াবাকারবারী সেতারা বেগম সেতু'কে আটক করেছে ।,2,50,53
পিচ,শৈলকুপায় প্রতিনিধি : ঝিনাইদহের শৈলকুপায় পিচ ইয়াবাসহ ইলিয়াছ মোল্ল্যা ( ) নামে এক মাদক ব্যবসায়ীকে আটক করেছে ঝিনাইদহ র্যাব-৬ ।,2,42,45
পিচ,আটদিন ধরে নিখোঁজ থাকা রবিকে বুধবার গভীর রাতে পিচ ইয়াবাসহ গ্রেফতার দেখিয়েছে ঝিনাইদাহের কোটচাঁদপুর থানা পুলিশ ।,2,45,48
পিচ,নরসিংদীর জামিয়া ইসলামিয়া লক্ষ্মীপুরা রহমতপুর মাদ্রাসার ছাত্র মোবারক হোসেন পিচ চামড়া বিক্রি করেছিলেন টাকা করে ।,2,76,79
পিচ,মিজান হাওলাদার হাজার পিচ ইয়াবাসহ আটক হয়েছেন ।,2,21,24
পিচ,সাড়ে হাজার পিচ ইয়াবা সহ উখিয়া থানা পুলিশ এক অভিযান চালিয়ে এক রোহিঙ্গা মাঝি'কে আটক করেছে ।,2,12,15
পিচ,ঠাকুরগাঁওয়ে রাণীশংকৈলে পুলিশের অভিযানে পিচ ফেন্সিডিলসহ মো : আনোয়ার হোসেন ( ) নামে এক কূখ্যাত মাদক ব্যবসায়ী আটক হয়েছে ।,2,40,43
পিচ,অপর এক অভিযানে থানার এসআই আবু হানিফ সঙ্গীয় ফোর্স নিয়ে ছেংগারচর পৌরসভার বারোআনী গ্রামের দাদন বেপারী ( ) কে পিচ ইয়াবাসহ আটক করেন ।,2,108,111
পিচ,আলীকদম জোনের সেনা সদস্যরা পিচ ইয়াবাসহ মাংক্রাত মুরুং ( ) নামে এক ব্যক্তিকে আটক করেছেন ।,2,26,29
পিচ,এম আর অভি বরগুনায় ইয়াবা সহ জন মাদক ব্যবসায়ী ও সেবনকারীকে আটক করেছে ডিবি পুলিশ । মঙ্গলবার দিবাগত রাতে গোপন সংবাদের ভিত্তিতে বরগুনা শহরের কাঠপট্টি রোড এলাকা থেকে গোলাম মোস্তফার ছেলে রাসেল ( ) কে পিচ ইয়াবা ও লাখ হাজার টাকা এবং শহরের কলেজ রোড এলাকা থেকে শ্যাম মন্ডলের ছেলে অনুপম ( ) কে পিচ ইয়াবাসহ আটক করা হয় ।,2,196,199
পিচ,কচুয়ায় পিচ ইয়াবাসহ সুজন ( ) নামের এক শিশু মাদক বিক্রেতাকে গ্রেফতার করেছে থানা পুলিশ ।,2,9,12
পিচ,একই দিন রাতে কাপ্তাই নতুন বাজার সংলগ্ন এলাকায় পিচ ইয়াবাসহ মোঃ ইকবাল হোসেন মনা নামে আরেকজনকে আটক করে পুলিশ ।,2,47,50
পিচ,চাঁদপুর : চাঁদপুর সদর উপজেলার শাহমাহমুদপুর ইউনিয়নের মহামায়া বাজার থেকে ফেন্সিডিল ও পিচ ইয়াবাসহ ইয়াছিন বেপারী নামে এক মাদক ব্যবসায়ীকে আটক করেছে মডেল থানা পুলিশ ।,2,85,88
পিচ,টেকনাফের তালিকাভুক্ত শীর্ষ মাদক ব্যবসায়ী হ্নীলার আনোয়ারের পশ্চিম সিকদারপাড়াস্থ ডিপোতে ইয়াবা গণণাকালে এবার ডিবি পুলিশ অভিযান চালিয়ে হাজার পিচ ইয়াবাসহ মিয়ানমারের এক নারীকে হাতে নাতে আটক করেছেন ।,2,142,145
পিচ,"ডিবি পুলিশের নিয়মিত অভিযানের অংশ বিশেষ অনুপম মন্ডল , পিতা-শ্যাম মন্ডল এর নিকট হতে পিচ ইয়াবা উদ্ধার করা হয় ।",2,83,86
পিচ,মাধবপুর প্রতিনিধি ॥ মাধবপুরে মাদক স ¤ রাট খ্যাত আলী আকবরের বাড়িতে অভিযান চালিয়ে শ পিচ ইয়াবা ট্যাবলেট উদ্ধার করেছে পুলিশ ।,2,84,87
পিচ,এছাড়া ডিবি পুলিশ প্রফেসারপাড়া মোল্লাবাড়ি রোডে অভিযান চালিয়ে সন্ধ্যা টায় পিচ ইয়াবা বিক্রিকালে মৃত জামাল দর্জির ছেলে মোঃ বাদল দর্জি ( ) কে আটক করে ।,2,77,80
পিচ,"জানা যায় , সোমবার বিকাল টায় নতুন পল্লান পাড়া ধুমপ্রাংবিল এলাকা থেকে এএসআই রাজেশ কুমারের নেতৃত্বে পিচ ইয়াবাসহ আটক করে ।",2,100,103
পিচ,অন্যদিকে একই রাতে উত্তর শিহিপাশা গ্রামে থেকে ওই গ্রামের মৃত মনসুর আলী ভূইয়ার ছেলে রানা ভূইয়া ওরফে হাকিম ( ) ও তার বন্ধু বাউফল উপজেলার শৌলা গ্রামের ইউনুস মোল্লার ছেলে মনির মোল্লা ( ) কে পিচ ইয়াবা ও গাঁজাসহ এসআই মনিরুল ইসলাম গ্রেফতার করেছে ।,2,187,190
পিচ,সোমবার রাতে উপজেলার নাওডাঙ্গা পুলেরপাড় এলাকায় মদ্য পান করার সময় হাতে নাতে দুই সেবনকারী ও সদরের হ্যালিপেট এলাকায় পিচ ইয়াবাসহ এক যুবককে আটক করে থানায় নিয়ে আসে ।,2,116,119
পিচ,চাঁদপুর : চাঁদপুর শহরের আবাসিক হোটেল শেরাটনে পুলিশ অভিযান চালিয়ে পিচ ইয়াবাসহ মডেল থানার পুলিশ সেলিম খান ( ) নামক এক যুবককে আটক করেছে ।,2,66,69
পিচ,চাঁদপুর : মতলব পৌরসভার চরমুকুন্দি এলাকা থেকে জসিম উদ্দিন ( ) নামে এক ইয়াবা ব্যবসায়ীকে তিন পিচ ইয়াবাসহ আটক করেছে মতলব দক্ষিণ .. .,2,92,95
পিচ,পটুয়াখালী শহরের চকবাজার এলাকা থেকে ' শ পিচ ইয়াবা ও ইয়াবা বিক্রির বিশ হাজার শ টাকাসহ চিহ্নিত মাদক ব্যবসায়ী সোহেলকে গ্রেফতার করেছে ডিবি পুলিশ ।,2,40,43
পিচ,খানজাহান আলী থানা প্রতিনিধি আড়ংঘাটা থানাধীন বাইপাস রোডের অথৈয় ফিলিং ষ্টেশন এলাকা থেকে ফেব্রুয়ারী বুধবার বেলা আড়াইটায় ' শ পিচ ইয়াবাসহ মাদক ব্যবসায়ীকে আটক করেছে আড়ংঘাটা থানা,2,126,129
পিচ,"চুয়াডাঙ্গা প্রতিনিধি : চুয়াডাঙ্গার দামুড়হুদা উপজেলার সীমান্তবর্তী মুন্সিপুর গ্রাম থেকে টি তাজা বন্দুকের গুলি , পিচ ভারতীয় ইনজেকশনসহ শফিকুল ইসলাম ( ) কে আটক করেছে বিজিবি ।",2,114,117
পিচ,"সোমবার ( মে ) দুপুরে উলিপুর থানা পুলিশ পৃথক অভিযান চালিয়ে পৌরসভার পাঠানপাড়া গ্রামের মিনারা বেগম ( ) কে ' শ পিচ ইয়াবা ট্যাবলেট , মিনার বেগমে পুত্র মানিক মিয়া ( ) কে ' শ পিচ ইয়াবা ট্যাবলেট ও সরদারপাড়া গ্রামের কবির আহমেদের পুত্র বদরুদ্দোজা রয়েল ( ) কে ' শ পিচ ইয়াবা ট্যাবলেট , বোতল ফিন্সিডিল ও মাদক বিক্রির হাজার ' শ টাকাসহ আটক করে ।",2,109,112
পিচ,আঃ বশির ফরাজী নামের এক ব্যক্তিকে একশত পিচ ইয়াবাসহ আটক করা হয়েছে ।,2,38,41
পিচ,চাঁদপুর : মতলব উত্তর থানা পুলিশ শ ' পিচ ইয়াবাসহ মাদক বিক্রেতাকে আটক করেছে ।,2,36,39
পিচ,সোমবার রাতে মাদক বিরোধী অভিযানে শহরতলীর কলেজ পাড়ার হাজী রোড থেকে পুলিশ গোপন সংবাদের ভিত্তিতে মাদক ব্যবসায়ী নান্টু ( ) কে পিচ ইয়াবা ও শ ' গ্রাম গাজাসহ আটক করে পুলিশ । তার নামে সদর থানায় মাদক আইনে মামলা হয়েছে ।,2,123,126
পিচ,চাঁদপুর : চাঁদপুরে হাজার পিচ ফেন্সিডিলের বড় চালানসহ প্রাইভেটকার পুলিশ উদ্ধার করার পর আসামী পলাতক থাকায় এর মালিকানা নিয়ে প্রশ্ন দেখা দিয়েছে ।,2,25,28
পিচ,ঈশ্বরদী ( পাবনা ) সংবাদদাতা : ঈশ্বরদীর পাকশীতে পিচ ইয়াবাসহ আমির হোসেন ( ) নামে এক মাদক ব্যবসায়ী আটক করেছে পুলিশ ।,2,47,50
পিচ,চাঁদপুর : শাহরাস্তি মডেল থানা পুলিশ পিচ ইয়াবাসহ এক ব্যবসায়ীকে আটক করেছে ।,2,36,39
